Year_Recorded,Month_Recorded,Price_Aluminium_per_Ton,Price_Tin_per_Ounce,Price_Copper_per_Ton,Price_Iron_per_Ounce,Price_Steel_per_Ton,Inflation_Rate_Percentage,Aluminium_Price_Inflation_Adjusted,Tin_Price_Inflation_Adjusted,Copper_Price_Inflation_Adjusted,Iron_Price_Inflation_Adjusted,Steel_Price_Inflation_Adjusted,Price_Chromium_Adjusted
2018,Jul,2421.08,2705.82,1446.39,2549.7043023255815,4510.92,2479.4544587352625,2830.86,4508.33,3683.49,772.09,821.63,802.93
2006,Apr,2499.660728699552,2482.9329770992367,1382.27,3661.22,83.9,4025.89,777.84,2533.61,63.01,2459.61,2214.73,1513.57
2019,Dec,175.63,2085.92,50.44,1704.78,2535.4667800453517,2156.38,1944.89,2537.4,4367.06,2568.1679128440364,2431.77,1858.01
2011,Feb,1471.14,2906.32,4254.58,2829.7,1973.21,4618.43,3462.6,2465.7677825159913,3638.84,3817.59,2123.27,253.65
1994,Oct,1846.45,4605.57,1835.17,1150.63,4641.53,4562.29,3676.94,4021.72,2845.12,1251.97,1640.68,4500.7
2002,Apr,1918.23,4840.04,2508.5359800664455,2549.7043023255815,2398.51,1612.07,1380.63,3520.64,3351.73,2160.27,4442.14,1827.29
2014,Oct,3996.4,3635.22,2984.56,4063.77,3606.14,617.36,2439.1788392857147,1308.78,433.68,3163.62,4694.97,4257.16
2020,Sep,3908.01,3275.51,3666.79,4133.13,1726.04,4110.59,1408.0,3612.82,1744.56,2568.1679128440364,3762.58,2122.9
2009,May,4646.03,4352.98,3681.07,621.09,3522.33,2385.62,1241.81,2609.45,3120.69,4489.59,4977.98,223.56
2006,Oct,2539.93,858.32,2153.69,2549.7043023255815,1208.93,1913.86,4365.54,2244.91,288.33,1338.26,451.07,4632.48
1997,Jun,4576.79,2738.15,3280.49,4672.65,1838.3,1871.33,778.48,3582.9,3030.23,1982.88,1115.14,2959.19
1991,Nov,351.5,1406.69,1872.96,4747.67,1495.26,222.1,4828.82,2799.73,4656.59,4240.27,4426.45,4577.48
2011,Nov,2321.6,1732.12,1447.54,2549.7043023255815,4146.95,2142.49,3786.94,3274.92,4252.71,1682.15,2302.07,1897.46
2019,Jun,2499.660728699552,2361.36,2083.64,3249.03,1055.32,4458.58,2774.4,1934.71,3148.73,383.02,4798.24,2353.82
1994,Jun,2499.660728699552,863.23,4335.63,3363.32,4580.56,1866.46,2439.1788392857147,764.73,262.21,2568.1679128440364,1521.82,4825.09
1994,May,2822.17,751.34,4334.16,46.83,475.68,1016.99,505.76,811.39,560.64,972.65,1646.1,2018.59
2001,Oct,1135.89,3485.22,863.84,3023.43,283.64,2072.22,3474.9,1859.84,2630.4669939305713,1775.66,808.37,2784.85
2011,Oct,1805.59,947.77,1279.46,2549.7043023255815,2498.28,111.81,3744.51,3476.96,4771.56,2568.1679128440364,4902.6,4251.06
2013,Jul,1055.68,1512.7,4654.0,3407.96,2657.77,1297.0,453.72,4371.55,1990.92,1269.74,2065.1,3441.41
2022,Nov,1524.78,2585.22,685.11,1283.75,4007.93,522.31,4380.47,3489.07,820.08,3853.55,53.55,2651.18
2002,Mar,768.35,4448.57,2051.17,1336.03,1946.94,2235.08,2708.86,3756.3,1908.63,2568.1679128440364,4927.81,1976.66
1997,Apr,795.77,1028.22,2198.96,3530.37,2655.07,4651.58,4223.25,850.85,4746.25,3097.52,2973.49,1148.94
2015,Jul,3608.69,4132.83,2865.9,4406.47,939.66,1147.28,856.96,2240.14,3039.33,2725.45,2319.75,4092.21
1993,Jan,2423.99,4619.93,2918.23,2291.3,4788.38,1933.41,89.57,2989.1,92.69,2568.1679128440364,368.45,2495.11
2004,Jan,2498.7,1999.5,3052.28,3209.89,2832.9,1023.44,3191.85,4225.11,786.6,2114.28,4053.91,2464.9593049327354
1996,Oct,2529.84,2605.68,757.2,2549.7043023255815,1753.3,822.29,3662.71,3378.04,1700.76,3649.81,766.05,2743.2
2023,Sep,4989.36,571.92,557.71,3695.11,2492.91,2212.61,1916.56,4119.9,875.89,3330.22,3883.3,2464.9593049327354
1998,Jan,2710.48,484.13,150.73,920.44,421.3,3096.35,2439.1788392857147,2387.22,4717.75,4691.88,745.66,3952.39
2010,Jul,4116.31,4577.96,4172.17,323.92,890.14,3994.01,3412.92,2235.7,2903.87,2376.16,4254.57,2307.0
1994,Sep,3220.52,4279.06,3745.63,315.76,4989.24,2220.76,968.43,1294.87,3590.12,1703.53,4337.59,2283.57
1991,Jan,2611.95,60.86,3499.35,2549.7043023255815,4734.79,2056.09,3579.64,2592.22,575.22,4640.08,2518.6,1890.88
2022,Oct,3161.18,2098.35,1283.13,1093.5,36.41,2713.22,2344.59,3611.73,243.46,820.23,2720.21,3285.42
2006,Nov,1151.25,2523.44,1869.88,2549.7043023255815,2410.06,4845.61,1543.74,3915.64,1597.25,1090.95,2147.0,2804.56
2007,Jan,4441.99,4344.35,4043.5,2511.3,3483.82,23.64,3612.7,447.6,4718.8,3941.37,3369.36,846.74
2002,Mar,1975.72,3846.5,4097.26,919.24,4292.25,1925.93,2164.32,959.68,704.34,1605.27,1908.21,2107.39
2021,Aug,367.45,4867.88,2508.5359800664455,3824.41,733.19,3255.91,585.43,2087.3,362.52,1639.68,966.62,3135.4
2015,Nov,2795.25,4573.14,4812.77,2542.21,3887.11,2996.27,2439.1788392857147,2470.7,499.17,4346.27,2275.79,914.38
2003,Feb,4369.41,1312.25,1655.2,2549.7043023255815,3837.8,1231.57,2951.61,4773.39,2630.4669939305713,1905.85,2909.02,2771.32
1991,Mar,3639.58,744.56,1400.53,60.36,4363.68,4302.83,3590.32,3181.84,792.91,3388.87,3669.66,2464.9593049327354
2018,Apr,844.39,151.27,763.33,2582.84,1969.36,3122.83,843.85,2781.85,4113.87,4487.79,4581.81,4978.11
2004,May,1622.6,1115.63,4607.8,1056.89,990.93,1780.14,4531.02,2102.51,4863.84,3370.58,2692.67,4745.34
2008,Mar,3060.93,4420.94,844.69,3004.08,4064.04,1733.63,3333.9,1791.07,467.16,4811.22,3621.32,2287.43
2006,Apr,4305.45,2482.9329770992367,1441.39,2897.98,883.14,1874.47,94.28,4745.98,622.15,3889.0,1854.27,2777.54
2016,Mar,2914.03,608.19,2222.71,3382.35,887.01,1792.29,3110.47,2535.37,4413.35,3478.87,2554.96,3824.59
1997,Jan,2686.58,3274.09,314.29,2090.86,3058.76,739.08,3926.23,2293.16,2630.4669939305713,1518.68,363.2,1315.31
2007,Aug,4048.93,1957.62,1028.48,1895.38,2726.64,1318.52,710.94,280.82,167.81,2568.1679128440364,4435.77,4275.52
1994,Jan,3589.28,641.44,1845.77,129.28,1710.68,468.11,704.62,2992.23,2472.15,4404.75,1284.55,1989.48
2023,May,4025.03,33.37,3625.88,322.7,2776.3,3848.67,1973.85,1081.55,3599.86,2749.84,4917.18,838.52
2013,Apr,1227.58,2666.18,101.26,2427.27,1992.35,502.81,1388.87,3898.77,1350.56,3841.08,479.42,4800.9
2015,Oct,108.55,2149.98,675.36,299.55,389.28,1041.25,1227.98,3914.6,710.88,121.51,2578.83,865.31
2012,Jun,658.1,1324.02,2628.62,457.21,3191.71,949.58,3522.15,4864.22,3796.87,2825.04,2665.33,3121.22
2005,Jul,3385.94,599.08,2659.76,968.75,1712.78,825.72,2733.78,4306.34,761.25,1879.62,3218.37,3334.04
2024,Jun,2072.11,4643.01,435.69,1162.86,1774.29,1525.07,661.68,4709.91,601.54,1387.51,237.46,360.74
1995,Dec,2499.660728699552,1173.11,4875.28,4147.83,3711.28,2479.4544587352625,328.23,1863.64,4337.28,1124.12,3166.3,118.65
2016,Feb,2142.42,397.8,489.2,4103.08,1016.0,1267.72,3095.65,2736.3,1346.6,514.45,1410.02,2676.16
2023,Dec,2600.1,400.26,3783.13,1576.95,2086.47,1701.55,4199.36,2938.34,1603.36,4018.69,55.87,4346.62
2023,Apr,2734.71,2972.07,4734.47,1609.64,2639.63,96.03,4926.83,1931.33,4669.39,1490.94,4002.85,4571.95
2022,Jan,1311.17,4155.67,861.63,90.41,2046.31,1224.39,884.22,378.64,341.69,2858.65,4669.25,324.84
2024,Dec,3356.42,1913.82,1181.35,169.74,2027.03,1087.59,684.95,1986.63,264.13,3483.74,178.92,1539.28
2004,Oct,175.82,4512.15,4092.25,768.62,3072.83,604.89,563.26,946.08,4714.13,4625.43,1498.93,713.01
2004,Dec,2711.2,2210.29,3872.76,2549.7043023255815,2552.62,327.62,485.92,2648.46,2356.06,4475.12,511.04,429.74
2020,Jan,181.38,2714.85,3502.48,1353.03,1575.25,1581.26,4029.0,3380.7,834.11,4601.6,2973.12,2298.36
2002,Jul,572.92,4275.04,4530.64,2870.69,4399.74,824.22,2639.27,2450.58,410.19,4787.14,4306.53,2207.05
2014,Jan,2306.34,4448.42,4567.43,621.09,1352.65,2259.92,3649.95,3730.15,3813.93,2568.1679128440364,4740.3,2819.6
2011,Jul,27.28,3961.87,1577.17,4539.08,4950.94,479.34,2820.34,3593.15,2541.09,2878.55,1932.97,440.7
1999,Jun,2838.09,242.82,4674.37,1994.34,1793.35,22.35,2695.74,2807.07,1094.71,1658.77,3441.24,631.09
1996,Sep,2063.01,2997.79,2508.5359800664455,1889.37,4943.65,2918.28,2905.01,551.19,635.15,962.26,2697.29,4515.04
2017,Jan,1939.34,2482.9329770992367,1892.29,2043.56,4380.49,4943.25,2532.51,2120.2,3244.14,4704.37,3201.27,3437.52
2003,Nov,708.44,3177.15,2090.32,1243.72,4621.31,1704.05,3791.69,2292.6,3052.5,3721.29,2548.71,3654.61
2021,Feb,3867.69,3120.3,4933.03,3831.82,3922.34,2479.4544587352625,700.25,1735.51,2769.21,177.5,2550.17,1622.18
1991,Apr,849.4,1166.43,1180.19,4661.12,1183.43,968.19,218.02,4779.35,2587.13,3765.27,4879.38,1946.24
2022,Dec,2401.76,2973.81,340.3,1832.41,2072.91,3150.52,4005.73,1698.22,2260.65,4000.09,2470.94,976.9
2002,Jun,4556.55,488.73,1153.62,2839.33,1280.47,314.67,2785.35,4122.09,2960.24,4501.84,3628.78,361.9
1994,Jul,1793.21,4452.36,1805.95,587.02,2182.58,2292.76,3090.98,525.78,2606.31,4750.5,3045.17,2464.9593049327354
2005,Mar,2129.93,4204.61,1803.16,3341.61,3036.82,1592.43,2425.7,1895.72,4939.48,2568.1679128440364,4034.86,56.87
2023,Aug,282.01,2204.26,2223.73,2204.68,2770.53,3458.04,1203.54,2648.34,3233.67,1082.72,3562.92,1411.62
2016,Oct,668.17,3568.94,1675.09,51.7,4952.34,2833.24,2333.0,4621.88,245.97,4331.57,254.92,1787.59
2001,Dec,4602.76,1545.94,1750.85,2549.7043023255815,981.81,4102.12,2695.97,3004.99,2630.4669939305713,2757.98,1153.95,2492.78
2000,Apr,4286.74,2601.25,920.27,1711.51,4026.94,3125.5,353.29,281.5,2563.8,2508.39,3476.22,3608.17
2024,Jan,664.85,1523.87,1230.78,3135.85,3771.13,4371.41,1344.82,947.89,1349.61,4202.25,4295.29,159.83
1993,Jun,3088.28,3270.5,3601.06,946.65,4537.5,520.93,3782.65,354.07,312.3,2076.1,349.41,4006.69
2005,Feb,4907.46,4447.56,618.12,3780.55,4022.31,3407.63,1098.8,681.04,233.49,3540.55,4968.73,295.43
2014,Sep,1795.67,1529.94,1824.54,678.42,476.68,4938.94,1408.31,1230.71,3835.23,311.97,4785.21,4334.35
2011,Jul,18.13,3246.24,1476.7,4185.2,2302.47,925.05,1080.85,1246.98,4468.96,4686.26,649.82,1081.24
2007,Apr,3979.14,1520.84,3722.82,4674.22,207.2,4108.4,4239.37,3337.54,4159.66,2722.42,3710.62,2785.9
1993,Jan,323.21,3312.08,3337.91,4472.78,1106.42,4357.27,3090.13,3398.65,2172.75,4687.96,476.11,2919.34
1996,Aug,2313.99,2914.73,3823.01,3845.39,2504.54,4521.78,4975.78,2452.84,1049.26,2050.08,2801.93,2281.15
1999,May,1021.43,3571.28,2425.4,4617.58,3361.63,1779.3,338.41,4181.76,4178.86,1865.79,1193.98,2506.8
2018,Apr,2681.82,580.77,1781.53,2692.37,1464.33,1692.69,4726.28,1244.85,919.33,2568.1679128440364,3052.56,3735.98
2007,Sep,946.72,3829.71,355.78,814.32,2075.61,4839.7,2025.42,4621.06,4019.92,4796.18,2238.41,2031.77
2000,Sep,1152.54,2415.52,3090.79,4170.26,465.28,4853.42,974.14,906.03,2034.98,2502.04,207.81,2464.9593049327354
1996,Apr,4479.66,2703.14,1744.31,3691.74,2953.36,4576.37,1961.5,2880.78,1099.88,243.66,3815.84,3181.21
2007,Oct,3123.72,4973.51,1893.1,561.28,2804.82,2700.91,3705.94,1349.37,4667.95,1471.39,1376.56,4309.96
2021,Aug,2697.34,176.92,4119.61,2549.7043023255815,2750.54,4950.79,2327.09,2155.87,857.85,4854.97,954.54,2236.22
2017,Mar,4664.46,423.09,3952.1,4632.13,4290.14,928.77,4651.85,3025.85,2111.71,812.34,1207.4,306.97
1996,Nov,4285.22,1331.99,2477.49,2853.76,235.51,3159.58,4266.37,2850.7,3354.0,2568.1679128440364,2431.53,3053.35
2016,Mar,2542.82,3969.84,4418.54,1849.37,2535.4667800453517,245.33,3164.39,2320.24,4026.25,4389.06,1786.25,4740.99
2012,Jul,447.01,4148.49,389.25,1653.57,2375.39,376.88,4553.59,1887.88,2630.4669939305713,3628.79,3494.56,102.44
1990,Nov,3663.22,3432.44,2885.1,4834.26,756.16,2991.19,3601.85,1431.67,2076.47,4219.22,1854.75,2464.9593049327354
2016,Apr,332.99,2381.2,3866.52,567.5,4058.81,3757.58,2021.71,2208.0,1726.98,2568.1679128440364,1386.57,4429.04
1999,Jan,44.51,1367.89,2676.13,2855.54,2406.7,4364.18,4163.33,4104.89,2879.87,1813.33,2188.18,2464.9593049327354
2020,Oct,1298.15,3689.05,3361.65,2549.7043023255815,2535.4667800453517,2769.11,4280.97,4903.07,1524.43,3485.75,2875.38,1368.0
2012,Sep,3171.96,3688.11,3064.71,745.62,4630.39,1329.92,1401.77,4313.0,4536.92,2486.66,1749.5,4646.39
2024,Dec,2160.49,620.68,2297.62,3948.08,374.86,4464.49,505.25,2120.42,4851.37,4978.36,2252.0,1718.8
2010,Jun,3347.38,4262.74,716.1,4239.85,3318.08,4660.59,1627.62,153.1,2109.85,3492.78,3878.29,1763.34
2014,May,3851.48,4861.59,232.47,860.68,4874.94,4093.93,1270.89,659.65,2786.41,3536.72,3916.41,331.8
1996,May,3818.02,3785.57,3839.02,105.94,1375.36,3674.84,771.56,2211.39,359.63,1124.55,3463.99,655.72
1994,Nov,2495.23,3268.59,4139.46,4552.83,4810.31,4485.17,1669.23,531.9,2630.4669939305713,2173.8,1832.09,3277.37
1998,Feb,3960.34,2517.68,1171.11,3432.86,688.48,4053.17,3524.87,4140.56,4806.09,2568.1679128440364,2958.49,2464.9593049327354
2000,Sep,2499.660728699552,4479.41,1282.72,1014.7,1642.83,2026.15,729.3,2389.39,707.09,727.16,3735.24,1299.43
2024,Mar,4636.13,3299.61,3049.38,2549.7043023255815,863.97,2197.64,917.0,595.41,832.61,1952.73,2587.5,2175.55
1998,Mar,2657.45,2482.9329770992367,4077.86,2549.7043023255815,3962.82,2344.36,1733.78,543.55,813.18,1728.27,3929.54,2547.29
2024,Jan,3364.88,2760.61,3817.76,2549.7043023255815,4342.55,2479.4544587352625,3365.76,4795.11,3930.18,3741.61,2804.06,2480.93
2008,Nov,3970.28,259.2,2086.41,4610.9,699.53,4656.26,3848.48,4140.04,120.74,3546.73,359.33,210.38
2011,Dec,2499.660728699552,2811.65,4844.67,1997.36,721.47,2221.33,1691.08,4150.8,3297.08,3554.57,3843.03,2617.26
2006,May,2506.46,1663.55,276.38,1543.91,4711.82,2662.21,4220.27,433.91,4674.36,4385.58,4804.64,3293.93
1996,Dec,3826.7,1956.54,3933.29,2969.54,2571.88,4853.48,212.24,2854.82,3980.97,2767.14,3415.87,4596.1
1992,Apr,2300.53,673.74,1255.29,3711.92,4752.51,555.81,391.27,1663.59,4695.5,783.72,4986.29,1220.41
2004,Apr,2781.82,124.44,4883.91,3680.38,2726.53,570.42,1248.89,4937.6,3896.67,4016.73,2993.97,1828.76
2016,Mar,4728.32,3492.43,1739.1,1248.89,4156.7,1907.18,2623.96,4261.0,2926.17,2138.71,802.4,1105.64
2020,Oct,1774.54,2775.98,1986.48,3202.49,2446.75,3010.64,2838.73,3651.38,1595.04,2469.9,2562.29,2464.9593049327354
1992,May,2600.13,2633.76,4348.23,1956.18,679.16,3706.27,2439.1788392857147,2888.2,1874.75,2499.48,122.43,426.6
2008,Apr,4135.67,486.38,2958.52,1499.7,4561.89,2505.51,2034.45,3929.05,2151.65,4320.4,2644.2,948.62
2015,Oct,4292.34,213.61,1644.42,3119.85,3184.78,3593.89,2439.1788392857147,4225.17,4201.54,407.07,3102.67,2412.56
2013,Sep,4019.51,480.86,816.67,4453.23,2200.51,3623.95,2243.73,2968.08,2906.04,2488.24,1365.75,15.99
2004,Oct,869.23,672.12,4439.76,2233.23,4857.99,4496.74,4763.75,1907.79,3650.43,548.44,2235.54,24.78
2013,Nov,2579.66,4792.09,4131.84,1587.14,2140.05,1211.49,2520.02,526.08,3762.94,3275.43,1111.31,2831.57
2009,Apr,332.4,970.56,1954.11,2896.75,3216.87,821.15,543.75,2679.57,2630.4669939305713,88.14,157.53,3649.23
1990,Jan,3293.14,1959.62,3540.3,3652.79,1175.52,2479.4544587352625,2762.05,1230.7,3371.41,4298.11,2512.88,601.03
2013,Dec,4653.01,2608.71,337.22,3349.71,2092.75,683.94,2697.76,1778.45,3196.82,4537.15,4494.94,558.08
2002,Apr,4840.54,4071.1,2508.5359800664455,1234.36,1039.55,553.44,2916.3,4529.15,1160.26,4901.22,3355.79,3826.98
1990,Oct,3546.13,3310.41,3469.31,2925.48,4486.54,2555.75,15.48,392.37,2840.5,4460.22,2054.63,3963.15
2015,Nov,1946.0,2764.5,1127.16,1195.04,2059.18,3367.14,2334.13,2247.07,2265.27,2510.54,4244.58,3137.62
2018,May,3406.96,3490.15,4739.5,4270.1,2643.95,1373.94,923.38,1166.31,719.34,4846.75,2097.52,4339.69
2006,Jun,2273.02,3568.58,2157.54,191.27,2307.96,4032.15,3070.45,3153.19,1316.7,4017.71,1400.86,760.41
2005,Feb,1674.45,4871.69,3036.77,2092.85,549.09,2594.58,1204.38,4619.04,1898.39,2568.1679128440364,4143.85,2365.95
2009,Jul,4326.77,3403.02,1205.99,3995.75,3986.34,3154.59,4390.2,2082.63,4017.38,1156.86,3367.68,4311.91
2011,Mar,3744.15,438.92,572.96,1491.01,3133.81,4446.59,283.92,2727.79,69.15,3970.29,3398.11,2429.72
2023,Sep,4244.58,4377.37,4379.91,2707.43,860.97,324.26,1304.0,1513.0,1186.88,2494.27,4384.87,2464.9593049327354
2012,Nov,2198.81,2141.42,2875.69,913.17,3736.11,860.74,2198.47,1984.0,3655.08,1383.22,1631.49,2577.89
1997,Feb,3267.28,964.41,1751.81,2096.31,3598.25,1148.3,4924.72,815.39,3711.19,31.7,325.91,3978.56
2013,Jan,982.45,1805.4,4954.05,3468.07,1391.05,1041.39,2833.53,2525.7,1029.4,3317.55,751.39,1173.82
2013,Dec,4264.01,3685.3,4419.06,1287.58,2535.4667800453517,2657.24,2978.6,2140.11,2340.81,1138.94,4110.14,1605.93
2011,Feb,1078.84,1038.63,4706.69,85.3,2080.43,2355.88,2325.35,3986.34,1239.82,865.89,4301.53,3798.29
2021,Apr,828.11,854.93,2400.81,336.76,907.4,785.29,401.45,2892.42,2154.73,3421.86,2875.69,3996.85
2007,Jul,1076.01,4200.76,2052.79,3849.3,4591.68,4541.05,2390.07,4658.06,2479.6,4952.1,2244.45,438.23
2022,Mar,481.76,1768.71,2634.89,3870.6,2535.4667800453517,4343.66,3203.67,188.47,1085.22,799.28,4957.73,802.18
2011,Aug,4320.45,2380.5,376.39,1020.63,2340.05,3987.65,1424.3,932.96,4714.33,3234.33,4323.33,740.51
1999,Dec,880.44,3511.2,3562.02,1039.59,72.33,2010.9,2473.0,4090.43,246.25,2046.57,4731.53,1334.48
2016,Aug,2897.5,4393.22,2584.69,2392.29,822.97,3300.4,2439.1788392857147,1365.67,222.25,2962.09,4503.74,3553.28
2023,Mar,3705.65,795.81,2508.5359800664455,287.11,1427.72,1182.76,1825.14,1580.67,92.65,4493.18,4071.58,3962.92
2024,May,860.11,900.35,4857.7,94.51,2337.83,1912.37,923.45,1403.52,2674.11,2541.3,3292.2,1415.48
1996,Sep,4240.0,1677.5,2508.5359800664455,108.86,3982.28,3309.14,685.95,1344.4,3437.68,1628.52,3796.44,2338.57
2017,Jun,2499.660728699552,1487.54,143.28,2145.58,1954.79,4523.93,3130.38,1615.38,2630.4669939305713,4642.02,2651.57,342.14
2001,Mar,112.18,2226.06,2516.32,2828.84,1154.95,3106.16,473.81,2677.06,3864.88,3384.21,2562.98,2464.9593049327354
2006,Apr,3659.5,1206.64,1142.79,2926.76,4182.06,4860.26,444.29,551.54,2630.4669939305713,1016.63,3873.66,3986.49
2002,Apr,2928.68,3365.57,2099.79,4167.2,1604.72,3134.86,3248.99,136.64,205.26,41.04,624.39,2858.32
1996,Nov,4375.44,2460.02,2440.73,3911.84,654.66,2764.5,1048.37,3907.92,3576.26,3531.23,1012.03,165.4
2006,Dec,4862.53,559.63,1326.94,3559.73,3573.99,2479.4544587352625,394.82,3287.6,44.58,3974.57,582.05,979.68
2002,Jun,4323.82,1085.78,2977.42,1422.82,3375.24,3749.43,1789.03,1341.45,4455.67,2568.1679128440364,3973.79,4263.73
2008,Mar,2635.91,4590.62,4586.35,630.37,1030.68,3488.57,1833.59,4249.42,2948.54,1330.35,4567.86,4994.67
2020,Apr,4495.19,1980.51,742.24,4723.02,1225.57,4790.92,782.53,37.8,3258.57,2515.43,4888.38,3122.69
2009,Jun,633.34,4212.09,1302.15,552.94,4323.78,2308.72,2869.61,2465.7677825159913,3302.01,2568.1679128440364,1008.22,1095.9
2021,May,2928.54,2352.57,144.55,2831.97,2535.4667800453517,3360.64,53.12,573.72,4577.43,4812.6,4078.18,3508.48
1996,Jan,1587.18,478.29,3097.05,3656.77,1115.94,531.36,3908.11,1018.49,2521.38,1480.8,1105.97,3399.13
2022,Nov,2030.44,1458.5,2508.5359800664455,4402.79,3859.98,3788.75,3613.04,1197.58,3150.86,346.42,1308.43,2464.9593049327354
2018,Oct,3591.03,1230.25,2508.5359800664455,3499.32,1446.62,1691.68,3624.07,4428.12,4354.13,3059.35,4749.18,4627.61
2022,Feb,889.5,3221.97,4812.42,3342.42,3880.35,1991.13,4714.04,1631.85,2807.5,2568.1679128440364,1413.6,3231.86
2011,Feb,4256.24,3384.72,2606.75,2144.23,4851.11,251.7,4124.38,4066.1,2812.66,1905.68,3025.33,55.85
2021,Apr,809.04,2463.42,892.35,2549.7043023255815,568.14,1651.2,225.49,1920.02,3144.1,4140.18,4969.33,2114.38
2001,Jun,3019.79,1078.58,3283.81,4097.57,3559.6,1401.62,245.51,2407.29,4184.76,4991.64,1155.38,1409.28
2000,Aug,4332.95,2327.39,3019.07,439.17,12.03,2973.77,4027.08,2554.67,724.39,4288.9,2539.26,3752.89
2011,Sep,2975.52,4886.16,3611.65,33.49,3720.07,4096.16,2694.77,2738.4,4897.28,744.41,4741.4,2464.9593049327354
2020,Oct,3001.67,535.59,4604.87,517.25,2663.89,2179.63,2439.1788392857147,2525.66,455.17,2568.1679128440364,2338.85,4286.1
2020,May,3040.63,2869.25,2874.9,1763.21,3374.38,1266.24,673.85,4516.74,3936.26,3632.97,4138.6,4095.23
1991,Feb,1050.24,2291.02,409.58,3171.36,2535.4667800453517,4455.54,2294.61,3551.82,3909.4,2565.54,3935.06,2605.83
2023,Apr,2638.57,592.35,2415.59,1281.18,3773.03,4691.15,4197.51,3858.37,2630.4669939305713,4076.17,2461.46,2609.16
2013,Jul,3079.01,3614.23,304.95,823.87,1031.6,3630.02,2292.58,3538.32,2123.22,3244.63,4344.53,1377.95
2021,May,296.1,3665.98,1931.26,4739.83,4708.64,1109.97,1535.62,4700.31,2630.4669939305713,1595.06,1177.88,455.43
2006,Jul,4685.81,3714.16,4522.03,2549.7043023255815,2930.51,1549.59,913.85,1877.24,942.53,4484.59,3564.86,2464.9593049327354
1997,Feb,395.92,2171.14,274.68,2712.57,2773.91,4669.11,3248.69,484.18,1483.64,4043.41,672.98,775.34
2002,Oct,2499.660728699552,3578.41,4940.34,4828.1,4437.51,2411.27,388.41,4369.98,635.54,2214.11,3843.04,4924.41
1997,Oct,2685.98,1578.54,56.99,3422.75,3734.52,81.26,551.38,1083.21,1966.95,2839.94,3491.42,4440.87
2001,Dec,1380.83,1029.97,838.86,2584.56,4415.27,1571.88,4370.92,740.29,102.09,1002.31,1249.47,3901.75
2008,May,4530.31,3559.03,462.05,1921.23,2535.4667800453517,4588.02,616.18,678.85,1573.9,2193.47,4442.87,3718.82
2013,Oct,4472.63,1782.54,3203.45,2454.5,2684.36,2971.12,3540.36,2718.73,4001.61,1510.79,3563.08,1895.89
2006,Oct,2499.660728699552,3884.22,3195.86,4014.48,2277.2,3212.88,422.97,2776.02,2573.34,1142.04,1252.96,65.38
2015,Jul,3615.65,3658.29,1316.99,2549.7043023255815,569.99,1007.96,1444.05,2750.7,1049.6,2568.1679128440364,393.18,2430.32
1993,Mar,373.65,2693.36,2979.98,4989.48,4481.91,2126.24,2439.1788392857147,1313.14,4447.09,3266.71,571.79,2464.9593049327354
2001,Jan,4069.93,711.97,853.18,166.42,2771.0,3079.43,3116.96,1628.25,2046.59,2222.85,3316.82,4953.35
2012,Mar,2186.3,2934.55,1892.26,2707.64,3946.84,2655.88,2149.66,75.15,316.4,621.93,3733.54,3086.76
1995,Jul,2112.8,2127.37,421.36,2666.26,2535.4667800453517,2479.4544587352625,3901.56,4138.49,721.1,674.77,3565.9,2610.25
2018,Jan,2164.72,733.49,1947.42,2737.52,3647.65,3796.87,649.51,1151.33,1283.04,806.89,2589.34,3722.82
2015,Oct,1043.83,1257.08,3838.89,3044.19,2910.44,1795.8,115.75,1244.72,1404.92,2427.26,1402.31,276.85
2009,Mar,4369.29,4226.98,2911.87,2324.7,2951.76,2192.14,2327.98,2465.7677825159913,2144.86,2568.1679128440364,4541.8,3756.39
2008,Jul,1839.46,725.21,1711.4,2512.4,2535.4667800453517,510.01,2257.57,2708.54,2704.33,1526.42,4594.59,4568.54
2020,Apr,4722.98,2487.27,700.73,2549.7043023255815,3917.65,695.54,2911.59,2285.56,2630.4669939305713,2967.08,3356.8,2933.1
2001,Feb,4608.92,1962.82,3990.46,4141.52,3841.91,1318.36,1218.18,1196.12,2630.4669939305713,653.68,4413.45,3339.9
2017,Jul,4356.96,451.51,1685.43,3308.51,2535.4667800453517,2479.4544587352625,1444.95,1967.76,3696.98,4265.86,3369.21,162.19
2022,May,3042.87,272.12,2508.5359800664455,484.32,1459.6,3546.95,2661.01,2076.56,905.1,2669.86,3236.62,1047.29
1999,May,4297.74,3455.69,362.45,3222.69,697.15,155.23,2640.32,603.9,3604.37,4286.53,1185.55,2464.9593049327354
2010,Dec,2499.660728699552,4241.33,1113.1,430.63,985.3,4525.07,3547.07,3927.75,2046.76,519.63,3795.87,2828.67
1994,Jan,2373.39,2286.82,2508.5359800664455,1425.45,1839.65,1959.49,3191.04,4544.5,716.07,3469.29,2433.05,4764.39
2005,Apr,2499.660728699552,4507.92,1000.55,3380.58,2535.4667800453517,4288.73,1084.36,1709.54,3230.04,1009.81,4825.95,1060.07
2008,Oct,2327.45,4927.66,2508.5359800664455,2549.7043023255815,3336.62,2035.25,2031.22,4331.43,3943.35,3108.3,4349.47,528.84
